Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0091017600_03072022000036;0011130700;;0091017600;176ARA;671544255R;SLI---0770;2;1200;1000;975;273,240;45;GERB--1213_1200_1000;none;202208290000;202209011000;2;100
0091017600_03072022000037;0011130700;;0091017600;176ARA;676317715R;SLI---0130;1;800;600;560;141,000;42;GERB--0588_800_600;widthwise;202207250000;202207281000;2;100
0091017600_03072022000038;0011130702;;0091017600;176ARA;759223776R;CON-S-0130;2;780;570;478;180,000;47;GERB--3195_780_570;widthwise;202208290000;202209010700;3;4
0091017600_03072022000039;0002901123;;0091017600;176GRQ;620223428R;ECM---8546;5;2400;2200;1500;326,000;45;GERB--0440_2400_2200;none;202208260000;202208261230;8;100
0091017600_03072022000040;0011130700;;0091017600;176ARA;676317715R;SLI---0130;1;800;600;560;141,000;42;GERB--0588_800_600;widthwise;202208260000;202208311000;2;100
0091017600_03072022000041;0002814605;;0091017600;176ARA;745A64978R;CON-S-0130;19;780;570;478;142,040;47;GERB--3195_780_570;widthwise;202207220000;202207271230;2;4
0091017600_03072022000042;0011130703;;0091017600;176ARA;641311149R;SLI---0770;9;1200;1000;975;215,200;45;GERB--1213_1200_1000;none;202208250000;202208300700;5;100
0091017600_03072022000043;0027376000;;0091017600;176ARA;745982572R;SLI---2112;1;1206;1010;285;53,300;0;GERB--0528_1206_1010;none;202207280000;202208261000;36;100
0091017600_03072022000044;0002571500;;0091017600;176FD1;843305005R;SLI---0130;28;800;600;560;135,500;42;GERB--0588_800_600;widthwise;202207040000;202207071700;4;100
0091017600_03072022000045;0002901123;;0091017600;176GRQ;850183541R;ECM---8545;1;2400;2200;1500;254,000;45;GERB--0440_2400_2200;none;202207260000;202207291230;5;100
0091017600_03072022000046;0002901101;;0091017600;176FD2;850B29417R;ECM---3526;2;2200;1200;1450;376,520;45;GERB--0822_2200_1200;none;202207220000;202207271300;1;100
0091017600_03072022000047;0011130700;;0091017600;176ARA;671803658R;CON-S-0130;1;780;570;478;110,000;47;GERB--3195_780_570;widthwise;202207210000;202207261000;3;4
0091017600_03072022000048;0002901101;;0091017600;176FD2;620226430R;ECM---4638;1;2400;2200;1480;435,800;45;GERB--0440_2400_2200;none;202207110000;202207141300;9;100
0091017600_03072022000049;0002571500;;0091017600;176FD1;843314002R;SLI---0130;20;800;600;560;135,500;42;GERB--0588_800_600;widthwise;202207210000;202207261700;4;100
0091017600_03072022000050;0011130702;;0091017600;176ARA;759223776R;CON-S-0130;3;780;570;478;180,000;47;GERB--3195_780_570;widthwise;202207290000;202208290700;3;4
0091017600_03072022000051;0011579600;;0091017600;176ARA;755113764R;SLI---0770;4;1200;1000;975;343,044;45;GERB--1213_1200_1000;none;202208300000;202209020700;9;100
0091017600_03072022000052;0011130703;;0091017600;176ARA;641311149R;SLI---0770;8;1200;1000;975;215,200;45;GERB--1213_1200_1000;none;202207200000;202207251000;5;100
0091017600_03072022000053;0002901123;;0091017600;176GRQ;620223428R;ECM---8546;5;2400;2200;1500;326,000;45;GERB--0440_2400_2200;none;202208260000;202208291230;8;100
0091017600_03072022000054;0027376000;;0091017600;176ARA;754F58575R;SLI---2112;1;1206;1010;385;112,600;0;GERB--0528_1206_1010;none;202207270000;202208251000;18;100
0091017600_03072022000055;0027376000;;0091017600;176ARA;764953385R;SLI---2112;1;1206;1010;585;508,800;0;GERB--0528_1206_1010;none;202207270000;202208251000;22;100
0091017600_03072022000056;0002901101;;0091017600;176FD2;620924181R;SLI---1200;2;1600;1200;930;206,576;45;GERB--1613_1600_1200;widthwise;202207180000;202207211300;2;100
0091017600_03072022000057;0011130702;;0091017600;176ARA;676219470R;SLI---0130;5;800;600;560;158,000;42;GERB--0588_800_600;widthwise;202208250000;202208300700;2;100
0091017600_03072022000058;0027376000;;0091017600;176ARA;745746552R;SLI---0770;8;1200;1000;975;184,968;45;GERB--1213_1200_1000;none;202207200000;202207251000;5;100
0091017600_03072022000059;0002901101;;0091017600;176FD2;620725239R;SFDA--6657;1;1600;1200;930;158,476;45;GERB--1613_1600_1200;none;202207290000;202208291300;3;100
0091017600_03072022000060;0011130702;;0091017600;176ARA;759237030R;CON-S-0130;2;780;570;478;193,050;47;GERB--3195_780_570;widthwise;202207200000;202207250700;3;4
0091017600_03072022000061;0027376000;;0091017600;176ARA;745982572R;SLI---2112;1;1206;1010;483;188,900;0;GERB--0528_1206_1010;none;202207200000;202207251000;84;100
0091017600_03072022000062;0027376000;;0091017600;176ARA;754F58575R;SLI---2112;1;1206;1010;585;252,400;0;GERB--0528_1206_1010;none;202207210000;202207261000;108;100
0091017600_03072022000063;0002901101;;0091017600;176FD2;620345107R;SLI---0770;1;1200;1000;975;123,400;45;GERB--1213_1200_1000;none;202207080000;202207131300;2;100
0091017600_03072022000064;0002571500;;0091017600;176FD1;843305005R;SLI---0130;4;800;600;560;135,500;42;GERB--0588_800_600;widthwise;202207250000;202207281700;4;100
0091017600_03072022000065;0011130702;;0091017600;176ARA;671546506R;SLI---0770;8;1200;1000;975;308,100;45;GERB--1213_1200_1000;none;202208290000;202209010700;3;100
0091017600_03072022000066;0011129700;;0091017600;176ARA;754191985R;SLI---0130;1;800;600;560;203,000;42;GERB--0588_800_600;widthwise;202207220000;202207271000;4;100
0091017600_03072022000067;0002901101;;0091017600;176FD2;960157443R;SLI---1200;1;1600;1200;930;230,200;45;GERB--1613_1600_1200;widthwise;202208310000;202209051300;4;100
0091017600_03072022000068;0011130700;;0091017600;176FD1;901491434R;SLI---2112;1;1206;1010;385;51,840;0;GERB--0528_1206_1010;none;202207270000;202208231000;76;100
0091017600_03072022000069;0011130702;;0091017600;176ARA;743229442R;SLI---1200;1;1600;1200;930;370,000;45;GERB--1613_1600_1200;widthwise;202207290000;202208290700;9;100
0091017600_03072022000070;0011129700;;0091017600;176ARA;751C42968R;SLI---0130;7;800;600;560;111,120;42;GERB--0588_800_600;widthwise;202208260000;202208311000;3;100
0091017600_03072022000071;0011130700;;0091017600;176ARA;764521654R;SLI---2112;1;1206;1010;385;49,700;0;GERB--0528_1206_1010;none;202208310000;202209051000;144;100
0091017600_03072022000072;0011152719;;0091017600;176FD1;253A99270R;SLI---2112;8;1206;1010;1382;132,640;0;GERB--0528_1206_1010;none;202208250000;202209010930;17;100
0091017600_03072022000073;0011130700;;0091017600;176ARA;510709125R;SLI---0130;4;800;600;560;84,640;42;GERB--0588_800_600;widthwise;202207210000;202207261000;3;100
0091017600_03072022000074;0011130703;;0091017600;176ARA;756A49702R;SLI---0601;3;1200;1000;750;250,750;45;GERB--1213_1200_1000;none;202207280000;202208260700;5;100
0091017600_03072022000075;0027376000;;0091017600;176ARA;745746552R;SLI---0770;6;1200;1000;975;184,968;45;GERB--1213_1200_1000;none;202208300000;202209021000;5;100
0091017600_03072022000076;0027376000;;0091017600;176ARA;754F49902R;SLI---2112;1;1206;1010;385;112,600;0;GERB--0528_1206_1010;none;202207280000;202208261000;36;100
0091017600_03072022000077;0002901101;;0091017600;176FD2;620924181R;SLI---1200;1;1600;1200;930;206,576;45;GERB--1613_1600_1200;widthwise;202207280000;202208261300;2;100
0091017600_03072022000078;0002901101;;0091017600;176FD2;269160001R;SLI---1200;1;1600;1200;930;226,000;45;GERB--1613_1600_1200;widthwise;202207180000;202207211300;2;100
0091017600_03072022000079;0011130703;;0091017600;176ARA;745429087R;SLI---0770;6;1200;1000;975;275,250;45;GERB--1213_1200_1000;none;202207210000;202207260700;6;100
0091017600_03072022000080;0011129700;;0091017600;176ARA;755236150R;SLI---0130;5;800;600;560;134,200;42;GERB--0588_800_600;widthwise;202207210000;202207261000;3;100
0091017600_03072022000081;0011129700;;0091017600;176ARA;751C42968R;SLI---0130;7;800;600;560;111,120;42;GERB--0588_800_600;widthwise;202207250000;202207281000;3;100
0091017600_03072022000082;0011152719;;0091017600;176FD1;253A99270R;SLI---2112;2;1206;1010;1382;132,640;0;GERB--0528_1206_1010;none;202207070000;202207140915;17;100
0091017600_03072022000083;0011129700;;0091017600;176ARA;751518854R;SLI---2112;1;1206;1010;1185;734,400;0;GERB--0528_1206_1010;none;202207270000;202208251000;18;100
0091017600_03072022000084;0011130700;;0091017600;176ARA;754F53618R;SLI---0130;1;800;600;560;128,600;42;GERB--0588_800_600;widthwise;202207260000;202207291000;3;100
0091017600_03072022000085;0011129700;;0091017600;176ARA;751C51610R;SLI---2112;30;1206;1010;385;34,950;0;GERB--0528_1206_1010;none;202207260000;202207261000;1;100
0091017600_03072022000086;0027376000;;0091017600;176ARA;754F49902R;SLI---2112;1;1206;1010;385;135,900;0;GERB--0528_1206_1010;none;202207280000;202208261000;81;100
0091017600_03072022000087;0011130702;;0091017600;176ARA;745A65588R;SLI---0130;2;800;600;560;143,840;42;GERB--0588_800_600;widthwise;202207200000;202207250700;3;100
0091017600_03072022000088;0011130703;;0091017600;176ARA;791186672R;SLI---0130;4;800;600;560;102,500;42;GERB--0588_800_600;widthwise;202207260000;202207290700;3;100
0091017600_03072022000089;0002901101;;0091017600;176FD2;620228163R;ECM---4638;1;2400;2200;1480;452,720;45;GERB--0440_2400_2200;none;202207270000;202208251300;9;100
0091017600_03072022000090;0011152719;;0091017600;176GRL;296950067R;SLI---2112;1;1206;1010;1382;104,600;0;GERB--0528_1206_1010;none;202208250000;202209011345;19;100
0091017600_03072022000091;0011130702;;0091017600;176ARA;671546506R;SLI---0770;5;1200;1000;975;308,100;45;GERB--1213_1200_1000;none;202207280000;202208260700;3;100
0091017600_03072022000092;0011130703;;0091017600;176ARA;791186672R;SLI---0130;6;800;600;560;102,500;42;GERB--0588_800_600;widthwise;202208310000;202209050700;3;100
0091017600_03072022000093;0002814600;;0091017600;176ARA;762152141R;CON-S-0130;14;780;570;478;105,000;47;GERB--3195_780_570;widthwise;202208260000;202208311230;2;4
0091017600_03072022000094;0002901101;;0091017600;176FD2;269168853R;SLI---0760;1;1200;1000;930;161,400;45;GERB--1213_1200_1000;none;202208250000;202208301300;2;100
0091017600_03072022000095;0002901101;;0091017600;176FD2;620228163R;ECM---4638;1;2400;2200;1480;452,720;45;GERB--0440_2400_2200;none;202207110000;202207141300;9;100
0091017600_03072022000096;0002901101;;0091017600;176FD2;620223258R;ECM---4638;1;2400;2200;1480;429,664;45;GERB--0440_2400_2200;none;202207110000;202207141300;9;100
0091017600_03072022000097;0002814600;;0091017600;176ARA;764B22546R;SLI---0130;19;800;600;560;91,600;42;GERB--0588_800_600;widthwise;202207220000;202207271230;2;100
0091017600_03072022000098;0027376000;;0091017600;176ARA;752233623R;CON-S-0130;2;780;570;478;67,000;47;GERB--3195_780_570;widthwise;202207260000;202207291000;1;4
0091017600_03072022000099;0011129700;;0091017600;176ARA;751503581R;SLI---2112;1;1206;1010;1185;626,900;0;GERB--0528_1206_1010;none;202207220000;202207271000;17;100
0091017600_03072022000100;0002901101;;0091017600;176FD2;620842933R;ECM---6826;1;2400;2200;1500;358,000;45;GERB--0440_2400_2200;none;202208250000;202208301300;4;100
0091017600_03072022000101;0011152719;;0091017600;176FD1;253A97213R;SLI---2112;1;1206;1010;1382;132,640;0;GERB--0528_1206_1010;none;202207210000;202207280930;17;100
0091017600_03072022000102;0011129700;;0091017600;176ARA;751C42968R;SLI---0130;9;800;600;560;111,120;42;GERB--0588_800_600;widthwise;202208250000;202208301000;3;100
0091017600_03072022000103;0027376000;;0091017600;176ARA;745944559R;SLI---2112;1;1206;1010;785;753,500;0;GERB--0528_1206_1010;none;202208260000;202208311000;66;100
0091017600_03072022000104;0011152719;;0091017600;176FD1;240159220R;SLI---2112;1;1206;1010;485;69,400;0;GERB--0528_1206_1010;none;202207130000;202207200915;26;100
0091017600_03072022000105;0011130700;;0091017600;176ARA;676317715R;SLI---0130;1;800;600;560;141,000;42;GERB--0588_800_600;widthwise;202208300000;202209021000;2;100
0091017600_03072022000106;0025104304;;0091017600;176ARA;676019205R;SLI---0760;1;1200;1000;930;628,000;45;GERB--1213_1200_1000;none;202208300000;202209021000;16;100
0091017600_03072022000107;0027376000;;0091017600;176ARA;745746552R;SLI---0770;11;1200;1000;975;184,968;45;GERB--1213_1200_1000;none;202208310000;202209051000;5;100
0091017600_03072022000108;0011130703;;0091017600;176ARA;791186672R;SLI---0130;1;800;600;560;102,500;42;GERB--0588_800_600;widthwise;202207200000;202207250700;3;100
0091017600_03072022000109;0011129700;;0091017600;176ARA;755228894R;SLI---0130;5;800;600;560;174,200;42;GERB--0588_800_600;widthwise;202207290000;202208291000;4;100
0091017600_03072022000110;0011152719;;0091017600;176FD1;253A99270R;SLI---2112;2;1206;1010;1382;132,640;0;GERB--0528_1206_1010;none;202207110000;202207180915;17;100
0091017600_03072022000111;0002901123;;0091017600;176GRQ;850183541R;ECM---8545;10;2400;2200;1500;254,000;45;GERB--0440_2400_2200;none;202208260000;202208261230;5;100
0091017600_03072022000112;0011152719;;0091017600;176FD1;253A99270R;SLI---2112;3;1206;1010;1382;132,640;0;GERB--0528_1206_1010;none;202207060000;202207130915;17;100
0091017600_03072022000113;0002814600;;0091017600;176FD1;901946432R;CON-S-0130;6;780;570;478;96,970;47;GERB--3195_780_570;widthwise;202207270000;202208241230;3;4
0091017600_03072022000114;0002901101;;0091017600;176FD2;620226430R;ECM---4638;1;2400;2200;1480;435,800;45;GERB--0440_2400_2200;none;202207280000;202208261300;9;100
0091017600_03072022000115;0012036002;;0091017600;176FDE;850901592R;SLI---1200;3;1600;1200;930;164,220;45;GERB--1613_1600_1200;widthwise;202207280000;202208300930;4;100
0091017600_03072022000116;0041092201;;0091017600;176GRQ;850B21863R;ECM---4866;4;2400;2200;1500;360,798;45;GERB--0440_2400_2200;none;202207040000;202207111215;4;100
0091017600_03072022000117;0041092201;;0091017600;176FD1;511803398R;SLI---2112;1;1206;1010;485;23,218;0;GERB--0528_1206_1010;none;202207010000;202207070915;3;100
0091017600_03072022000118;0011152719;;0091017600;176FD1;240159953R;SLI---2112;2;1206;1010;1382;202,200;0;GERB--0528_1206_1010;none;202207130000;202207200915;23;100
0091017600_03072022000119;0011130700;;0091017600;176ARA;676302656R;SLI---0130;1;800;600;560;141,000;42;GERB--0588_800_600;widthwise;202207220000;202207271000;2;100
0091017600_03072022000120;0002571500;;0091017600;176FD1;843305005R;SLI---0130;20;800;600;560;135,500;42;GERB--0588_800_600;widthwise;202207140000;202207191700;4;100
0091017600_03072022000121;0002814600;;0091017600;176ARA;762152141R;CON-S-0130;14;780;570;478;105,000;47;GERB--3195_780_570;widthwise;202207150000;202207201230;2;4
0091017600_03072022000122;0002901101;;0091017600;176FD2;850228354R;CBOU--3240;2;2100;1160;1320;114,070;0;GERB--5862_2100_1160;none;202207180000;202207211300;7;100
0091017600_03072022000123;0011130700;;0091017600;176ARA;743460484R;SLI---0901;1;1600;1200;750;722,600;45;GERB--1613_1600_1200;none;202208290000;202209011000;13;100
0091017600_03072022000124;0002901101;;0091017600;176FD2;850B29417R;ECM---3526;4;2200;1200;1450;376,520;45;GERB--0822_2200_1200;none;202207180000;202207211300;1;100
0091017600_03072022000125;0011130700;;0091017600;176ARA;676302656R;SLI---0130;1;800;600;560;141,000;42;GERB--0588_800_600;widthwise;202207210000;202207261000;2;100
0091017600_03072022000126;0041092201;;0091017600;176GRQ;850B21863R;ECM---4866;1;2400;2200;1500;360,798;45;GERB--0440_2400_2200;none;202207010000;202207070915;4;100
0091017600_03072022000127;0011130700;;0091017600;176FD1;901491434R;SLI---2112;1;1206;1010;385;100,500;0;GERB--0528_1206_1010;none;202208250000;202208301000;190;100
0091017600_03072022000128;0027376000;;0091017600;176ARA;745982572R;SLI---2112;1;1206;1010;681;301,900;0;GERB--0528_1206_1010;none;202208260000;202208311000;132;100
0091017600_03072022000129;0011130703;;0091017600;176ARA;751266784R;CON-S-0130;7;780;570;478;107,250;47;GERB--3195_780_570;widthwise;202208310000;202209050700;2;4
0091017600_03072022000130;0002901101;;0091017600;176FD2;620221973R;ECM---3050;2;2400;1910;1500;429,620;45;GERB--0426_2400_1910;none;202207150000;202207201300;7;100
0091017600_03072022000131;0027376000;;0091017600;176ARA;745944559R;SLI---2112;1;1206;1010;385;264,100;0;GERB--0528_1206_1010;none;202208300000;202209021000;22;100
0091017600_03072022000132;0011152719;;0091017600;176GRL;296950067R;SLI---2112;1;1206;1010;1382;104,600;0;GERB--0528_1206_1010;none;202207140000;202207211345;19;100
0091017600_03072022000133;0011152719;;0091017600;176FD1;240159953R;SLI---2112;2;1206;1010;1382;202,200;0;GERB--0528_1206_1010;none;202207140000;202207210915;23;100
0091017600_03072022000134;0002901101;;0091017600;176FD2;620222721R;ECM---4640;1;2400;2200;1500;390,280;45;GERB--0440_2400_2200;none;202207260000;202207291300;6;100
0091017600_03072022000135;0011152719;;0091017600;176FD1;253A99270R;SLI---2112;6;1206;1010;1382;132,640;0;GERB--0528_1206_1010;none;202207250000;202208250930;17;100
0091017600_03072022000136;0011152719;;0091017600;176GRL;293892915R;SLI---2112;1;1206;1010;1382;116,600;0;GERB--0528_1206_1010;none;202207280000;202208301345;32;100
0091017600_03072022000137;0002901101;;0091017600;176FD2;850B29417R;ECM---3526;2;2200;1200;1450;376,520;45;GERB--0822_2200_1200;none;202207120000;202207151300;1;100
0091017600_03072022000138;0011130702;;0091017600;176ARA;762401070R;SLI---0130;4;800;600;560;66,800;42;GERB--0588_800_600;widthwise;202207260000;202207290700;1;100
0091017600_03072022000139;0002814600;;0091017600;176ARA;762148643R;CON-S-0130;4;780;570;478;105,000;47;GERB--3195_780_570;widthwise;202207050000;202207081230;2;4
0091017600_03072022000140;0011129700;;0091017600;176ARA;755228894R;SLI---0130;4;800;600;560;174,200;42;GERB--0588_800_600;widthwise;202207280000;202208261000;4;100
0091017600_03072022000141;0027376000;;0091017600;176ARA;743221974R;SLI---0770;9;1200;1000;975;300,435;45;GERB--1213_1200_1000;none;202207200000;202207251000;4;100
0091017600_03072022000142;0011130703;;0091017600;176ARA;791186672R;SLI---0130;5;800;600;560;102,500;42;GERB--0588_800_600;widthwise;202207220000;202207271000;3;100
0091017600_03072022000143;0011152719;;0091017600;176GRL;293891497R;SLI---2112;2;1206;1010;1382;120,200;0;GERB--0528_1206_1010;none;202207070000;202207141345;28;100
0091017600_03072022000144;0002901101;;0091017600;176FD2;620228163R;ECM---4638;1;2400;2200;1480;452,720;45;GERB--0440_2400_2200;none;202208310000;202209051300;9;100
0091017600_03072022000145;0002901101;;0091017600;176FD2;850226049R;ECM---3351;1;2400;2200;1480;463,740;45;GERB--0440_2400_2200;none;202207120000;202207151300;10;100
0091017600_03072022000146;0011152719;;0091017600;176FD1;242605139R;SLI---2112;1;1206;1010;784;63,000;0;GERB--0528_1206_1010;none;202207210000;202207280930;76;100
0091017600_03072022000147;0041092201;;0091017600;176GRQ;850B21863R;ECM---4866;4;2400;2200;1500;360,798;45;GERB--0440_2400_2200;none;202207050000;202207121215;4;100
0091017600_03072022000148;0002814605;;0091017600;176ARA;745A64978R;CON-S-0130;10;780;570;478;142,040;47;GERB--3195_780_570;widthwise;202207290000;202208291230;2;4
0091017600_03072022000149;0011130700;;0091017600;176ARA;671803658R;CON-S-0130;1;780;570;478;110,000;47;GERB--3195_780_570;widthwise;202207220000;202207271000;3;4
0091017600_03072022000150;0011129700;;0091017600;176ARA;754187332R;SLI---0130;3;800;600;560;203,000;42;GERB--0588_800_600;widthwise;202207250000;202207281000;4;100
0091017600_03072022000151;0011129700;;0091017600;176ARA;754191985R;SLI---0130;2;800;600;560;203,000;42;GERB--0588_800_600;widthwise;202208290000;202209011000;4;100
0091017600_03072022000152;0011579600;;0091017600;176ARA;755105155R;SLI---0770;5;1200;1000;975;367,776;45;GERB--1213_1200_1000;none;202207250000;202207280700;4;100
0091017600_03072022000153;0002901101;;0091017600;176FD2;850222089R;ECM---3351;1;2400;2200;1480;467,940;45;GERB--0440_2400_2200;none;202207130000;202207181300;10;100
0091017600_03072022000154;0011579600;;0091017600;176ARA;755112832R;SLI---0770;2;1200;1000;975;367,560;45;GERB--1213_1200_1000;none;202208300000;202209020700;4;100
0091017600_03072022000155;0026254901;;0091017600;176GRS;295F14656R;SLI---1200;11;1600;1200;930;264,272;45;GERB--1613_1600_1200;widthwise;202207250000;202207270601;21;100
0091017600_03072022000156;0011130703;;0091017600;176ARA;791186672R;SLI---0130;3;800;600;560;102,500;42;GERB--0588_800_600;widthwise;202207270000;202208250700;3;100
0091017600_03072022000157;0002901101;;0091017600;176FD2;620228163R;ECM---4638;1;2400;2200;1480;452,720;45;GERB--0440_2400_2200;none;202207220000;202207271300;9;100
0091017600_03072022000158;0002901101;;0091017600;176FD2;960150001R;ECM---3356;2;1900;1200;1480;390,600;45;GERB--0109_1900_1200;none;202207120000;202207151300;6;100
0091017600_03072022000159;0011130702;;0091017600;176ARA;745756000R;SLI---0130;1;800;600;560;180,000;42;GERB--0588_800_600;widthwise;202208260000;202208310700;3;100
0091017600_03072022000160;0011130703;;0091017600;176GRL;744426476R;SLI---0770;2;1200;1000;975;347,552;45;GERB--1213_1200_1000;none;202207270000;202208250700;8;100
0091017600_03072022000161;0002901101;;0091017600;176FD2;620223258R;ECM---4638;1;2400;2200;1480;429,664;45;GERB--0440_2400_2200;none;202207280000;202208261300;9;100
0091017600_03072022000162;0011152719;;0091017600;176GRL;293892915R;SLI---2112;1;1206;1010;1382;116,600;0;GERB--0528_1206_1010;none;202207070000;202207141345;32;100
0091017600_03072022000163;0002901101;;0091017600;176FD2;620367995R;ECM---4637;2;1600;1200;1475;206,340;45;GERB--1613_1600_1200;none;202207270000;202208241300;2;100
